gvkey,name,dm3_sh,gptdata_overall
18582,,.003507029272408,
18584,,,
18603,,.0113166364888763,
18609,,,
18616,,,
18619,Versabank,.0280029586829616,
18623,,,
18624,"Premier, Inc.",.018414630796022,0
18626,Globant S.A.,.0317575814941134,
18629,"Lgi Homes, Inc.",.0034513325234427,0
18630,"Ringcentral, Inc.",.0170789549750703,3
18635,,,
18636,Diageo Plc,.0103472012902616,
18654,,,
18658,Macrogenics Inc,.0143565132991586,1
18660,,,
18666,"Asensus Surgical, Inc.",.0106304257515369,1
18672,,,
18675,"Burlington Stores, Inc.",.0027119741355766,
18677,,.0122152761241901,
18679,,,
18683,Science Applications International Corp,.0289553754947717,2
18685,,,
18689,Veeva Systems Inc,.051062196762157,2
18695,"Cb Financial Services, Inc.",,
18699,Ptc Inc.,.0396203378009633,2
18724,,,
18729,,,
18732,Lakeland Financial Corp,.0053886421478029,0
18738,Dominari Holdings Inc.,,
18745,Essent Group Ltd.,.0196180741921222,0
18748,Voxeljet Ag,,
18749,,.0045900913452398,
18750,Criteo S.A.,.0183228003363401,3
18764,,,
18774,,,
18775,,,
18777,,.012468199585649,
18778,,.012468199585649,
18779,Logan Ridge Finance Corp.,.0058278924848303,1
18789,,.0091510107410681,
18792,"Gaming & Leisure Properties, Inc.",.0131974241656881,0
18818,,.0102073666380742,
18819,,.0102073666380742,
18821,,.0102073666380742,
18829,,.0171706458000868,
18838,,,
18839,Potbelly Corp,.0014510210821208,0
18841,,,
18842,"Container Store Group, Inc.",,
18850,"Empire State Realty Op, L.P.",.0067144622000653,0
18861,,.0096511667046285,
18862,,.0096511667046285,
18868,,,
18869,Wix.Com Ltd.,.0203026962293486,
18870,,,
18872,,.0305644962631556,
18874,Cosmos Health Inc.,,
18875,"Exp World Holdings, Inc.",,
18878,Glycomimetics Inc,.0095020672645559,1
18879,,,
18883,,,
18885,Cuentas Inc.,,
18886,,.008192708457947,
18888,"Amneal Pharmaceuticals, Inc.",.0087902967380174,0
18892,"Takung Art Co., Ltd",,
18899,Tandem Diabetes Care Inc,.0144255190477739,2
18900,,,
18904,,.0107449795682093,
18907,,.0067694632072028,
18925,Trevena Inc,,
18928,,,
18930,Karyopharm Therapeutics Inc.,.0110360282131414,1
18936,,.0072800890859751,
18938,Xencor Inc,.0124007938276165,1
18939,,.0348657973119892,
18947,"Veracyte, Inc.",.0118245812968762,0
18948,,,
18951,,.0091510107410681,
18957,,,
18975,,,
18976,,,
18978,"One Group Hospitality, Inc.",,
18982,,,
18983,,.0094569800433505,
18998,,.0113166364888763,
19000,"Marcus & Millichap, Inc.",.0051563514557893,2
19021,,,
19023,,,
19025,"Societal Cdmo, Inc.",.0098420246284208,1
19042,Bit Mining Ltd,.0093670245357631,
19044,Varonis Systems Inc,.0343888068115352,1
19052,,.0091756525530124,
19057,,.0073215389367659,
19060,,.008192708457947,
19071,"Camping World Holdings, Inc.",.0054180977915844,0
19081,,.009141083662918,
19082,,.0107449795682093,
19084,Braemar Hotels & Resorts Inc.,.0100321094762276,0
19092,,.0047676833780626,
19094,Nbt Bancorp Inc,.01388460240447,0
19100,,.0102073666380742,
19104,,,
19116,,,
19117,Biocept Inc,,
19124,,.0087862048375548,
19129,Hallador Energy Co,.0036991344771104,0
19137,Ohio Valley Banc Corp,.0112562924431363,0
19143,,.0178080721792448,
19149,Ultragenyx Pharmaceutical Inc.,.0142810356404544,0
19150,Old Second Bancorp Inc,.0078368360792492,0
19152,,,
19153,,,
19154,"Cara Therapeutics, Inc.",.0155612279819417,1
19159,Penns Woods Bancorp Inc,.0042168217905422,0
19163,,.0030709653623904,
19168,,.0016391185241399,
19172,"A-Mark Precious Metals, Inc.",.0065141765522672,
19175,Vince Holding Corp.,,
19177,,,
19182,,,
19184,,,
19189,"Semler Scientific, Inc.",,
19190,,,
19205,"Capricor Therapeutics, Inc.",,
19209,Northern Technologies International Corp,.0101676817447617,1
19262,Community Trust Bancorp Inc /Ky/,.0057943108009263,0
19267,Dirtt Environmental Solutions Ltd,,
19269,,.0143849538892651,
19272,,,
19273,,.0128336191117425,
19274,Inogen Inc,.0052432684238726,0
19295,Autohome Inc.,.0047304891741042,
19305,Preformed Line Products Co,.0089861772793143,1
19306,,,
19318,Park National Corp /Oh/,.0091131630320301,1
19331,,,
19349,,.0172858289986636,
19350,,,
19352,,.0031091190474662,
19354,Vicinity Motor Corp,,
19355,Simmons First National Corp,.0070573521132028,0
19366,,,
19368,,.0091510107410681,
19369,,.0091510107410681,
19370,,.0091510107410681,
19371,,.0091510107410681,
19372,,.0091510107410681,
19377,,,
19378,,,
19391,"Malibu Boats, Inc.",.0081202642536154,0
19394,,,
19398,Denny'S Corp,.0014792664283135,0
19402,G Iii Apparel Group Ltd /De/,,
19412,"Intra-Cellular Therapies, Inc.",.0031634781884454,0
19417,,,
19425,,,
19428,"Great Southern Bancorp, Inc.",.0069570082217679,0
19431,"Perma-Pipe International Holdings, Inc.",,
19433,Phx Minerals Inc.,.0062571772571695,0
19439,,,
19440,Ladder Capital Corp,.0032042900479981,0
19442,,.0051866060315591,
19458,Carisma Therapeutics Inc.,,
19467,"Cocrystal Pharma, Inc.",,
19470,,,
19471,"Revance Therapeutics, Inc.",.0127424051599347,0
19484,Ftai Aviation Ltd.,,0
19485,,.0113166364888763,
19488,,.0113166364888763,
19489,,.0113166364888763,
19503,,.0067694632072028,
19504,,.0067694632072028,
19505,,.0067694632072028,
19507,Outfront Media Inc.,.0096111982134527,0
19511,,.0095931200261141,
19516,"Installed Building Products, Inc.",.0065469745917686,0
19517,"One Gas, Inc.",.012787757629473,1
19518,Knowles Corp,.012330117012618,2
19520,,.0088511155570028,
19525,,,
19526,Farmland Partners Inc.,.0067223836915064,0
19528,"Fg Financial Group, Inc.",,
19534,,.012147831373291,
19537,,,
19542,,.0044689273736639,
19565,Rio Tinto Plc,,
19570,S&T Bancorp Inc,.010903336941824,1
19574,"Gannett Co., Inc.",.0061957736033584,1
19578,,.0067855860807308,
19580,,,
19581,"Lands' End, Inc.",.006585368651326,1
19582,"Caretrust Reit, Inc.",.0045695533563709,0
19600,"Cymabay Therapeutics, Inc.",.009619573287077,0
19602,Turtle Beach Corp,.0107393731393815,0
19605,Rand Capital Corp,,
19622,,.0256138683965625,
19636,,.0091756525530124,
19638,,.0096511667046285,
19647,Lendingclub Corp,.0217168195771661,0
19649,Sabre Corp,.033663525675828,2
19661,Toyota Motor Corp/,,
19671,,.0102073666380742,
19672,,.0102073666380742,
19683,,.0096511667046285,
19696,,.0047843030445854,
19712,Oxbridge Re Holdings Ltd,,
19713,Atlantic Union Bankshares Corp,.0068968468397347,0
19715,,,
19717,"Neoleukin Therapeutics, Inc.",,
19718,,.0116508799205391,
19720,,,
19722,,,
19730,Paylocity Holding Corp,.0234715280285538,2
19734,,.0091510107410681,
19744,"Jd.Com, Inc.",.0276154036125588,
19747,Quotient Technology Inc.,.0162732653545823,2
19752,"Investcorp Credit Management Bdc, Inc.",,
19753,"Magnite, Inc.",,
19761,"Hepion Pharmaceuticals, Inc.",,
19762,,,
19767,Btcs Inc.,,
19770,Antero Midstream Corp,.0149041901248886,0
19773,,.0308592151076051,
19784,"Eagle Pharmaceuticals, Inc.",.0080032922052015,1
19790,,,
19800,,.0111252377619092,
19802,"Rimini Street, Inc.",.0209480829351023,0
19805,,.010291876457458,
19808,,.011054778802222,
19809,,.010291876457458,
19810,,.010291876457458,
19811,,.010291876457458,
19812,,.011054778802222,
19813,,.011054778802222,
19815,,,
19817,Univest Financial Corp,.0071943046468266,1
19824,Anglogold Ashanti Ltd,,
19832,"Aravive, Inc.",,
19843,,.0032839642316993,
19845,,,
19849,"A10 Networks, Inc.",.0205427874389994,1
19851,"City Office Reit, Inc.",,0
19855,Inventrust Properties Corp.,,
19858,Veritiv Corp,.0104531924763647,1
19859,"Akebia Therapeutics, Inc.",,
19866,,.008192708457947,
19871,,,
19873,Washington Trust Bancorp Inc,.0074845651986434,0
19876,,,
19877,"Q2 Holdings, Inc.",.0426299094354267,2
19881,"2U, Inc.",.012625825764507,2
19884,,.012468199585649,
19898,,.0367448137499359,
19906,,.0128779311465811,
19908,"Five9, Inc.",.0313736237006068,2
19909,,,
19910,,,
19912,,,
19922,,,
19925,Triplepoint Venture Growth Bdc Corp.,,
19927,Moelis & Co,.0055672007521313,1
19935,"Enlink Midstream, Llc",.0084395714721007,0
19943,,,
19944,,.0113166364888763,
19945,,.0113166364888763,
19959,,.0143849538892651,
19965,,,
19966,Creative Media & Community Trust Corp,,
19967,,.0092237387168854,
19974,"Sixth Street Specialty Lending, Inc.",,0
19977,Energous Corp,.0129089290631696,2
19985,,,
19987,,.0040343122605053,
19989,,.0674058670179607,
19998,"Medpace Holdings, Inc.",.0117306447080877,
19999,,,
20003,,,
20004,Weibo Corp,.0168635329154999,
20010,Agile Therapeutics Inc,,
20011,Timkensteel Corp,.0099626118781744,
20018,"Aldeyra Therapeutics, Inc.",.0090014549704214,
20019,Cvb Financial Corp,.0090118095202112,0
20020,Civeo Corp,,
20029,Capital Southwest Corp,,
20033,,.011849366840208,
20040,Scynexis Inc,,
20042,,.0097730197926621,
20043,,,
20044,"Bgsf, Inc.",,
20066,First Trust New Opportunities Mlp & Energy Fund,.0113166364888763,
20067,Intercontinental Hotels Group Plc /New/,.0064353135233186,
20070,,.0129062786810783,
20074,"Petvivo Holdings, Inc.",,
20087,,.0107449795682093,
20088,Box Inc,.0291062674955859,2
20089,,.0058098007272462,
20090,,,
20096,Canopy Growth Corp,,
20098,,.008192708457947,
20105,Fs Kkr Capital Corp,,0
20109,Capital City Bank Group Inc,.0091838350869538,1
20113,,,
20115,Phibro Animal Health Corp,.0094105089847917,1
20116,"Paycom Software, Inc.",.0370358173514846,2
20119,,,
20126,"Advanced Drainage Systems, Inc.",,
20128,Cheetah Mobile Inc.,,
20129,Materialise Nv,.0267554349764385,
20130,Atlantica Sustainable Infrastructure Plc,.0073275159733056,
20133,,,
20135,,,
20142,,,
20143,"Carecloud, Inc.",,
20147,"Superior Drilling Products, Inc.",,
20149,,,
20168,,,
20185,Scotts Miracle-Gro Co,.005825632367832,0
20196,,,
20202,,,
20204,,,
20214,Enerplus Corp,.0107162364639721,
20225,"Minerva Neurosciences, Inc.",.0099378185297046,
20228,"Catalent, Inc.",.0090882703186462,2
20229,,.0344513816682754,
20232,"Keysight Technologies, Inc.",.0228676005508436,2
20233,"Theravance Biopharma, Inc.",.010452488850576,0
20235,Now Inc.,.0059923820451608,2
20245,,,
20259,,,
20269,,.0108162284308986,
20277,,.0072977746521478,
20285,,.0102567689309269,
20288,,.0044668068037763,
20298,,.009887095039032,
20299,"Live Oak Bancshares, Inc.",.0117581393797768,1
20300,,,
20304,,,
20311,,,
20315,,.0120094905581974,
20317,,,
20330,,.0645134614078579,
20338,Primo Water Corp /Cn/,.0050581833878734,1
20341,,.0154862929005332,
20344,,.0084646461767457,
20352,,,
20379,,,
20381,,,
20392,,.0114365887343554,
20400,,.0154862929005332,
20407,,,
20412,Ares Management Corp,.0105494712934291,1
20414,,.0127208043207985,
20420,Orion S.A.,,0
20421,,,
20422,"Heritage Insurance Holdings, Inc.",.0064324875547423,
20423,,.0095423358894374,
20430,Slm Corp,.0213158574119712,1
20441,,,
20448,,.0102073666380742,
20456,,.005621532902026,
20463,,.012468199585649,
20473,Westlake Chemical Partners Lp,,
20475,,,
20483,,.0057286556151706,
20487,,.0068381320848688,
20488,,,
20496,,,
20502,Rayonier Advanced Materials Inc.,.0085865187795311,1
20503,,.0091510107410681,
20511,,.0091510107410681,
20513,,.0219205975043608,
20515,,,
20517,"Limbach Holdings, Inc.",,
20523,,,
20525,,,
20530,Alibaba Group Holding Ltd,,
20534,Viper Energy Partners Lp,,0
20537,,,
20539,,.0035933466351222,
20540,"Truecar, Inc.",.0245355904476486,2
20548,Coterra Energy Inc.,.0098488252514458,0
20550,,,
20554,"Nanovibronix, Inc.",,
20561,,.0063406929000296,
20565,,,
20567,"Marinus Pharmaceuticals, Inc.",.0118321196736548,1
20570,,.0103270787767784,
20574,,,
20600,Novagold Resources Inc,.0178858195220818,0
20608,,.0113166364888763,
20611,,,
20616,,,
20619,,.007817631734791,
20621,"Dermtech, Inc.",,
20628,Investar Holding Corp,.0084781563959825,0
20630,,,
20643,,,
20644,"Gopro, Inc.",.0261509155576365,0
20645,"Ardelyx, Inc.",.0079073989154522,0
20649,Syndax Pharmaceuticals Inc,,
20650,,,
20653,Denbury Inc,.0088229359727633,1
20654,,,
20655,"Nextera Energy Partners, Lp",.0059288822567338,1
20659,"Amphastar Pharmaceuticals, Inc.",.0086485266097992,0
20661,"V2X, Inc.",.0135734221586429,1
20664,,.0102073666380742,
20670,Pan American Silver Corp,.0142269079682451,
20672,,,
20676,,,
20677,First Foundation Inc.,.0077851226423018,1
20686,Synchrony Financial,.0133428077622226,
20689,,,
20692,"Kimball Electronics, Inc.",.0118026319902655,0
20693,,,
20695,Precision Drilling Corp,.0041235669907256,
20696,Masonite International Corp,.0075930495494692,1
20699,"Liberty Tripadvisor Holdings, Inc.",,0
20720,"Relmada Therapeutics, Inc.",.007743133542705,0
20739,,.0078333771466281,
20740,"Via Renewables, Inc.",.0142985217410267,0
20742,,,
20747,,,
20748,"Arista Networks, Inc.",.0187577470239032,2
20756,"Matinas Biopharma Holdings, Inc.",,
20766,,.0067694632072028,
20767,,.0067694632072028,
20772,,.0067694632072028,
20773,,.0067694632072028,
20776,,,
20779,"Cisco Systems, Inc.",.0258485609297554,1
20783,,,
20791,"Blackstone Mortgage Trust, Inc.",.0038785396701951,1
20798,,,
20801,,.0286476659269476,
20819,Gabelli Global Small & Mid Cap Value Trust,.0084965020293873,
20823,"Healthequity, Inc.",.0194123989010969,2
20840,,,
20857,,.0067694632072028,
20860,,.0096661380752236,
20861,,.0067694632072028,
20862,,.0067694632072028,
20868,,.0067694632072028,
20881,,,
20884,,,
20898,Soleno Therapeutics Inc,,
20904,Hologic Inc,.0086848416957497,1
20913,,.0060830660448883,
20914,,.0105267767713605,
20930,,,
20935,"Trupanion, Inc.",.0149309890044827,2
20942,,.009510466534182,
20943,"Sage Therapeutics, Inc.",.0129667801436444,0
20944,,.0122293551610714,
20945,Iradimed Corp,.0072804561509968,1
20949,,,
20950,,,
20951,,,
20959,"Plymouth Industrial Reit, Inc.",,
20960,"Cannae Holdings, Inc.",,0
20961,Anterix Inc.,,
20967,,,
21000,"Helius Medical Technologies, Inc.",,
21002,Cyberark Software Ltd.,.034948167881639,
21003,,,
21004,"Lantheus Holdings, Inc.",.0094437293629817,0
21006,,.0060449060807872,
21008,,,
21012,"Atara Biotherapeutics, Inc.",.0120415721350185,1
21015,"Ocular Therapeutix, Inc",.0078346444058498,1
21016,,,
21019,Brightsphere Investment Group Inc.,.0071542348543658,1
21020,"Adverum Biotechnologies, Inc.",.0117507348889488,1
21022,,,
21026,,.0076508486410604,
21028,,.0076508486410604,
21029,,.0076508486410604,
21032,"Viking Therapeutics, Inc.",.0254647862264138,1
21033,"T2 Biosystems, Inc.",.0152059376281159,2
21035,"Rumbleon, Inc.",,
21040,,,
21042,"Akoustis Technologies, Inc.",.0092556215610004,1
21047,,.0098098201275913,
21055,,.0099730481564135,
21073,,,
21079,,,
21095,,,
21103,Rewalk Robotics Ltd.,.0067370565910252,1
21116,,,
21118,"Accelerate Diagnostics, Inc",.0139539988809921,2
21119,,.008192708457947,
21124,"El Pollo Loco Holdings, Inc.",.0016938311566172,0
21136,,,
21145,,,
21146,,,
21150,,,
21151,,,
21155,,,
21156,,.0154862929005332,
21160,,.0146249337201186,
21161,,.0146249337201186,
21165,"Independence Contract Drilling, Inc.",.0031338105753542,1
21178,,,
21210,,.0113166364888763,
21212,,.0088511155570028,
21216,,,
21223,Contrafect Corp,,
21227,Liberty Broadband Corp,.0176645104653421,0
21232,,,
21236,Tekla Healthcare Opportunities Fund,.0206939744903725,
21237,Tetra Technologies Inc,.0073730742734258,0
21238,Vicor Corp,.0171936246977858,0
21241,"China Green Agriculture, Inc.",,0
21245,,.0096511667046285,
21261,,,
21263,"Panbela Therapeutics, Inc.",,
21273,,,
21280,,,
21282,Kiora Pharmaceuticals Inc,.0083045799616948,0
21295,Focus Universal Inc.,,
21298,,.0076508486410604,
21318,,.0107449795682093,
21320,,,
21324,,.0113166364888763,
21326,,,
21352,"Avanos Medical, Inc.",.0093623233578265,1
21374,,,
21382,,.0094943031201514,
21421,"Vivani Medical, Inc.",,
21427,,,
21429,Granite Construction Inc,.0051348566441954,0
21431,California Resources Corp,.0101965536809724,0
21433,,.0132756046657143,
21440,Landstar System Inc,.0094085499225456,2
21451,,,
21470,,.0113166364888763,
21487,,,
21503,Kemper Corp,.0105007584720019,0
21515,,.007817631734791,
21520,,,
21521,Citizens Financial Services Inc,.0092291604048945,0
21522,Vyne Therapeutics Inc.,,
21524,Proqr Therapeutics N.V.,.0105044140858403,
21538,,.0107449795682093,
21540,Wayfair Inc.,.0231898047610683,1
21542,"Aaon, Inc.",.0087091418643605,0
21554,"Creative Realities, Inc.",,
21576,,,
21577,Organigram Holdings Inc.,.0113071521343986,
21593,"Civista Bancshares, Inc.",.0056933692547306,0
21595,,,
21601,"Rhythm Pharmaceuticals, Inc.",,
21604,"Paramount Group, Inc.",.0047238809009474,
21616,,.0049966715608711,
21617,,.0225891526067783,
21626,,.0053484447886881,
21627,"Calithera Biosciences, Inc.",.0107762167538208,1
21628,Usd Partners Lp,,
21630,,.0097107340252384,
21633,"Veritex Holdings, Inc.",.0086342485526228,1
21663,"Wavedancer, Inc.",,
21668,,.0113166364888763,
21679,,.0146249337201186,
21680,,.0146249337201186,
21687,,,
21696,,,
21730,,.012468199585649,
21739,,.0144800365827639,
21743,Nve Corp /New/,,
21744,Xenon Pharmaceuticals Inc.,.0116260485068849,1
21752,,.0117338796074566,
21761,,.0243615391335567,
21776,,,
21777,Merit Medical Systems Inc,.0083080341042457,0
21783,,.012468199585649,
21784,,.012468199585649,
21786,,.012468199585649,
21787,,.012468199585649,
21792,,,
21798,"Freshpet, Inc.",.0070048846489725,0
21799,"Victory Capital Holdings, Inc.",.0076508486410604,1
21801,,,
21802,,,
21807,"Citius Pharmaceuticals, Inc.",,1
21808,"Caesars Entertainment, Inc.",.0090159003245825,0
21814,,,
21815,"Triumph Financial, Inc.",.0089788462157328,0
21816,,.0359882356636031,
21824,"Biosig Technologies, Inc.",,
21825,Citizens Financial Group Inc/Ri,.0098979153021353,0
21826,,,
21834,"Mammoth Energy Services, Inc.",.0065373425096545,0
21838,"Viveve Medical, Inc.",,
21841,"Coherus Biosciences, Inc.",.0103888333033461,1
21845,,,
21847,Hubspot Inc,.0290347588546792,1
21860,,,
21864,Cgi Inc,.0392502109625875,
21865,,,
21869,,.0076508486410604,
21870,,.0051608903055251,
21874,,,
21894,,.0052336280779959,
21898,"Boot Barn Holdings, Inc.",,
21901,Fibrogen Inc,.0119726931884851,1
21903,,.0089860990877823,
21904,Pangaea Logistics Solutions Ltd.,,
21908,,,
21916,Nevro Corp,.0064063117430807,2
21917,,.0348657973119892,
21935,,.0107449795682093,
21945,,,
21972,,.0091756525530124,
21983,,.0020419890113228,
21984,"Verb Technology Company, Inc.",,
21993,,.0113166364888763,
21999,,,
22000,Workiva Inc,.0368643539301276,2
22023,,.0050582532681958,
22035,"Corbus Pharmaceuticals Holdings, Inc.",,
22037,"Sientra, Inc.",.0080427357534187,0
22039,"Syneos Health, Inc.",.0108796648376716,2
22040,"Upland Software, Inc.",.0305835872108093,1
22047,"Green Brick Partners, Inc.",.0057907575497504,0
22049,,,
22053,,,
22082,Joint Corp,,
22086,International Bancshares Corp,.0104721471486308,1
22092,,.0143849538892651,
22102,,.0113166364888763,
22103,,.0113166364888763,
22104,,.0113166364888763,
22114,Nemaura Medical Inc.,,
22119,Ashford Inc.,.0079687940929808,0
22120,,,
22129,,,
22133,,.0105267767713605,
22134,Axalta Coating Systems Ltd.,.0118024785178419,1
22136,,,
22141,,.012468199585649,
22142,,,
22144,,,
22155,"Floor & Decor Holdings, Inc.",.0051504010789029,1
22164,Hello Group Inc.,.0314589471408976,
22165,,.0173092904863921,
22167,,.0088511155570028,
22168,,,
22169,,.0092046822479273,
22178,,,
22180,"Unique Fabricating, Inc.",,
22182,"New Relic, Inc.",,
22186,,.010291876457458,
22188,,.010291876457458,
22190,,.010291876457458,
22201,,.0067152245147647,
22207,"Trueblue, Inc.",.0093581323773065,1
22229,,,
22230,,,
22248,,,
22258,"Bellicum Pharmaceuticals, Inc",.0104268898868425,0
22260,"Hca Healthcare, Inc.",.0063518264726279,1
22266,,,
22284,"Smart Sand, Inc.",,
22306,,,
22307,Miller/Howard High Income Equity Fund,.0051472379773615,
22308,,,
22310,Nuveen Global High Income Fund,.0129062786810783,
22315,,.0067694632072028,
22325,,,
22330,,,
22343,,,
22347,,.0113287234739689,
22352,,,
22358,Briacell Therapeutics Corp.,,0
22362,1847 Holdings Llc,,
22373,Genasys Inc.,.0160832469879712,2
22386,,.0091510107410681,
22387,"Tilray Brands, Inc.",,
22390,,.0102073666380742,
22399,,.0143849538892651,
22401,,,
22402,,.0136810539409335,
22439,Curo Group Holdings Corp.,.0179068419650139,1
22447,"Par Pacific Holdings, Inc.",.007649161557764,1
22449,Aurora Cannabis Inc,.0124263677089855,
22459,Urban Edge Properties,.0063225996413271,0
22460,Cronos Group Inc.,,
22461,,,
22482,,.0089860990877823,
22483,,.0089860990877823,
22488,,.0050582532681958,
22515,,,
22543,Good Times Restaurants Inc.,.0027072463104573,0
22583,Gms Inc.,,
22590,"Pieris Pharmaceuticals, Inc.",,
22603,"Summit Materials, Inc.",.0068154680126648,0
22604,Ascendis Pharma A/S,,
22612,,,
22627,,.012468199585649,
22632,,.0102718792775729,
22638,Zoominfo Technologies Inc.,,
22653,Vista Outdoor Inc.,,
22658,,,
22667,,,
22671,Earthstone Energy Inc,,
22672,Shake Shack Inc.,.0024960227297621,0
22674,"Easterly Government Properties, Inc.",.0049693769552828,0
22675,,,
22696,,.008192708457947,
22697,"Tracon Pharmaceuticals, Inc.",,
22704,Avinger Inc,,
22708,,.0242148830418515,
22709,,.0121247468642537,
22713,,,
22717,"Stock Yards Bancorp, Inc.",.0065817311547846,0
22727,,,
22729,,,
22731,"Patriot Transportation Holding, Inc.",.0107116740300569,0
22734,,,
22741,Chemours Co,.0092816735268301,1
22760,,,
22761,Tel Instrument Electronics Corp,,
22762,,,
22772,,,
22789,,,
22796,,.0096511667046285,
22797,,,
22799,,.0105267767713605,
22802,,.0096511667046285,
22803,"Cohbar, Inc.",,
22815,Trimble Inc.,.0309570173229369,2
22817,Veru Inc.,.0104133186280957,0
22853,Great Ajax Corp.,,0
22861,"Ckx Lands, Inc.",,
22867,Invitae Corp,.0197358074806189,3
22879,Greenpro Capital Corp.,,
22927,"Bellerophon Therapeutics, Inc.",,
22940,,.0154862929005332,
22949,,,
22964,Essa Pharma Inc.,.0177527546563153,1
22970,,.0027086111962368,
22975,First Northwest Bancorp,,
22983,"Xenia Hotels & Resorts, Inc.",.0039934482709511,0
23001,Authid Inc.,,
23010,,.0107449795682093,
23014,,.0067694632072028,
23018,,.0107449795682093,
23027,Exponent Inc,.012332314548376,1
23028,,,
23035,,,
23057,,.012468199585649,
23061,,,
23067,,,
23069,,.0107449795682093,
23070,,.0107449795682093,
23071,Godaddy Inc.,.0214233563746138,2
23077,Uniti Group Inc.,.0113720810481394,1
23081,,.0113287234739689,
23083,"Energizer Holdings, Inc.",.0078178136213391,0
23084,Benchmark Electronics Inc,.010420823741215,
23086,"Nexpoint Residential Trust, Inc.",,0
23092,,,
23093,,,
23095,,.0154862929005332,
23096,,.0154862929005332,
23098,"Arcadia Biosciences, Inc.",,
23101,,.0154861227845566,
23105,,.0154862929005332,
23106,,.0110010109632003,
23107,,,
23108,,.0370838807150104,
23109,,,
23110,,.0154862929005332,
23111,,,
23115,,.0044689273736639,
23116,,.0092046822479273,
23119,"Solaredge Technologies, Inc.",.0194119128887365,1
23145,,,
23147,National Storage Affiliates Trust,.0075349615427733,0
23150,,.0106166750655513,
23156,,.0067694632072028,
23158,,.013663323652437,
23167,Blue Bird Corp,.0059755828641889,0
23168,,.0117861030732553,
23169,,.0117861030732553,
23172,,.0117861030732553,
23183,,,
23187,,.0051608903055251,
23188,,.0102073666380742,
23189,,.0102073666380742,
23190,,.0102073666380742,
23195,Matrix Service Co,.0049139298647271,0
23197,,,
23208,"Barnes & Noble Education, Inc.",,
23220,,,
23224,Esco Technologies Inc,.0121971177371082,0
23225,"Cable One, Inc.",.0076294337794203,1
23226,"Inuvo, Inc.",,
23228,,.0091510107410681,
23237,"Greenwave Technology Solutions, Inc.",,
23238,Etsy Inc,.0141465545345507,2
23241,Opgen Inc,,
23243,Kornit Digital Ltd.,.0219336971955993,
23245,Topbuild Corp,.0088797115065941,0
23247,Pjt Partners Inc.,.0063120682509538,1
23249,Lumentum Holdings Inc.,.0125091381903381,0
23252,Ethan Allen Interiors Inc,.0023674472243732,1
23255,,,
23256,,,
23262,,,
23287,,,
23291,"Biolase, Inc",,
23294,,.0022342995915784,
23296,Enviva Inc.,,
23297,Xbiotech Inc.,,
23335,,.0163113188115206,
23337,,,
23339,"Zevra Therapeutics, Inc.",.0106926891988806,1
23353,"Goldman Sachs Bdc, Inc.",,
23354,,,
23358,"Cidara Therapeutics, Inc.",,
23369,,,
23370,"Shineco, Inc.",,1
23400,,.0057545361000185,
23401,,.0057545361000185,
23402,,.0117861030732553,
23404,,,
23407,Blueprint Medicines Corp,.0110275571889634,2
23422,,,
23423,,,
23432,"Virtu Financial, Inc.",.0232130563604214,3
23433,"Black Stone Minerals, L.P.",.0108857081721217,0
23450,Northrim Bancorp Inc,.0092577932163826,1
23464,Optimizerx Corp,,
23465,,.0129860103898579,
23485,,.0065064449675553,
23500,Cathay General Bancorp,.0093136046587066,0
23535,,,
23540,,,
23546,,.0179745013467265,
23547,,,
23554,,,
23555,"Collegium Pharmaceutical, Inc",.0043679210941633,0
23556,Community Healthcare Trust Inc,.005955208427651,0
23557,,,
23563,"Troika Media Group, Inc.",,
23569,,.007619033898664,
23574,Adaptimmune Therapeutics Plc,.012443627108442,2
23587,Haynes International Inc,.0067865668856635,1
23594,,,
23598,,.0116572308235131,
23614,,.012468199585649,
23623,Sanara Medtech Inc.,,
23627,Atyr Pharma Inc,,
23630,,,
23635,,,
23643,,.0067694632072028,
23644,,.0096511667046285,
23650,Shopify Inc.,.0257981147895276,
23653,,,
23667,,,
23671,Nokia Corp,.0242277140374448,
23675,Nuveen Pennsylvania Quality Municipal Income Fund,.0129062786810783,
23697,,.0022389349645839,
23698,,,
23703,Baozun Inc.,.0109433654552572,
23704,,,
23705,Pavmed Inc.,,
23714,Community Health Systems Inc,.0062636110766187,1
23752,,,
23753,"Dorman Products, Inc.",.006427508746457,0
23767,,,
23768,,.0045224245658246,
23790,Cryo Cell International Inc,,
23793,,.0048636231357645,
23809,Autozone Inc,.0036082549185167,0
23810,,.0181002748692177,
23812,"Regeneron Pharmaceuticals, Inc.",.0134073630642808,0
23813,"Viracta Therapeutics, Inc.",,
23818,"Evolent Health, Inc.",.0175844437907606,1
23821,,.0059481258274669,
23827,,,
23843,Wingstop Inc.,.001822678776639,0
23856,,.0290677224493485,
23864,,.0083996129098364,
23865,"Babcock & Wilcox Enterprises, Inc.",,
23877,,,
23888,,.0076002120090413,
23889,,,
23898,,,
23933,Sio Gene Therapies Inc.,,
23935,,,
23939,,,
23940,,,
23949,,,
23977,"Apple Hospitality Reit, Inc.",.007781803116799,0
23978,United States Steel Corp,.008004325275942,0
23980,"Astria Therapeutics, Inc.",,
23984,Cion Investment Corp,,
23990,Glaukos Corp,.0087763370104151,1
23994,,.0052400313974087,
